id,source,target_sign,context_before,context_after,transliteration,translation,role,notes
real_002009_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,,Z5 Y1 A24,wt,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa2 X1 Z5 Y1 A24
real_002010_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,,Z7 M3,wt,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa2 X1 Z7 M3
real_002011_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,,Z7 V6 A24,wt,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa2 X1 Z7 V6 A24
real_002012_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,,Z7 Y1 A24,wt,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa2 X1 Z7 Y1 A24
real_002015_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,,T14 N25 O49,wHA.t,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa2 Z1 Aa2 T14 N25 O49
real_002016_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,,T14 N25 O49,wHA.t,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa2 Z1 Aa2 T14 N25 O49 Z3A
real_002017_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,,T14 O49,wHA.t,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa2 Z1 T14 O49
real_002021_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,G43 A1 Z2,apr.w,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 G43 A1 Z2
real_002021_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,D21 G43,Z2,apr.w,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa20 D21 G43 A1 Z2
real_002022_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,G43 Y1,apr,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 G43 Y1
real_002023_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,G43 Y1 Z2,apr,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 G43 Y1 Z2
real_002024_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,G43 Y1 Z3,apr,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 G43 Y1 Z3
real_002025_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,X1 N33 Z2,apr,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 X1 N33 Z2
real_002026_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,X1 Y1,apr,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 X1 Y1
real_002027_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,X1 Y1 V31A,apr.kwi,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 X1 Y1 V31A Z7 A1
real_002027_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,Y1 V31A Z7,,apr.kwi,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa20 D21 X1 Y1 V31A Z7 A1
real_002028_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,Y1,apr,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Y1
real_002029_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,Y1 D46 W11,apr-dgr,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Y1 D46 W11 G1 Z4 D21 Z1 T14 A1
real_002029_006,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,W11 G1 Z4,Z1 T14 A1,apr-dgr,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: Aa20 D21 Y1 D46 W11 G1 Z4 D21 Z1 T14 A1
real_002029_007,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,G1 Z4 D21,T14 A1,apr-dgr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa20 D21 Y1 D46 W11 G1 Z4 D21 Z1 T14 A1
real_002029_009,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,D21 Z1 T14,,apr-dgr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa20 D21 Y1 D46 W11 G1 Z4 D21 Z1 T14 A1
real_002030_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,Y1 D58 D36,apr-bar,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Y1 D58 D36 Z4 N23 Z1 A1
real_002030_006,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D36 Z4 N23,A1,apr-bar,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa20 D21 Y1 D58 D36 Z4 N23 Z1 A1
real_002030_007,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A1_seated_man,Z4 N23 Z1,,apr-bar,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa20 D21 Y1 D58 D36 Z4 N23 Z1 A1
real_002031_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,Y1 M17 G1,apr-ir,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Y1 M17 G1 Z4 D21 Z1 D55 O49
real_002031_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,reed,D21 Y1,G1 Z4 D21,apr-ir,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Y1 M17 G1 Z4 D21 Z1 D55 O49
real_002031_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,M17 G1 Z4,Z1 D55 O49,apr-ir,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: Aa20 D21 Y1 M17 G1 Z4 D21 Z1 D55 O49
real_002031_006,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,G1 Z4 D21,D55 O49,apr-ir,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa20 D21 Y1 M17 G1 Z4 D21 Z1 D55 O49
real_002032_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,Y1 N33 Z2,apr,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Y1 N33 Z2
real_002033_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,Y1 U33 M17,apr.ti,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Y1 U33 M17
real_002033_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,reed,D21 Y1 U33,,apr.ti,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Y1 U33 M17
real_002034_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,Y1 V31,apr.kwi,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Y1 V31
real_002035_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,Y1 V31 G43,apr.kwi,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Y1 V31 G43 A42A
real_002036_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,Y1 V31 G43,apr.kwi,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Y1 V31 G43 A42B
real_002037_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,Y1 X1 Z7,apr.tw,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Y1 X1 Z7
real_002037_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,D21 Y1,Z7,apr.tw,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Y1 X1 Z7
real_002038_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,Y1 Z1,apr,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Y1 Z1
real_002038_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,D21 Y1,,apr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa20 D21 Y1 Z1
real_002039_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,Z7 N33 Z2,apr,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Z7 N33 Z2
real_002040_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,Z7 Y1,apr,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Z7 Y1
real_002041_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,,Z7 Y1 Z9,apr,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D21 Z7 Y1 Z9 D40
real_002042_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,D36,Y1,apr,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 D36 D21 Y1
real_002044_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,reed,Y1 V31 G43,,apr.kwi,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 Y1 V31 G43 M17
real_002046_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,,D21 Y1,apr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa20 Z1 D21 Y1
real_002046_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,Z1,Y1,apr,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa20 Z1 D21 Y1
real_002051_000,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,owl,,G43 O49,mDd,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa23A G17 G43 O49
real_002058_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,G1 M17 M17,N35 N35 N35,nDA.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 G1 M17 M17 X1 N35 N35 N35 N36 N23 Z1
real_002058_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,water,M17 M17 X1,N35 N35 N36,nDA.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 G1 M17 M17 X1 N35 N35 N35 N36 N23 Z1
real_002058_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,water,M17 X1 N35,N35 N36 N23,nDA.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 G1 M17 M17 X1 N35 N35 N35 N36 N23 Z1
real_002058_006,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,water,X1 N35 N35,N36 N23 Z1,nDA.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 G1 M17 M17 X1 N35 N35 N35 N36 N23 Z1
real_002058_009,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,N35 N36 N23,,nDA.t,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 G1 M17 M17 X1 N35 N35 N35 N36 N23 Z1
real_002060_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,I10,,nD.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 I10 X1 US22A143VARA
real_002065_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24,,nD,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 A2
real_002067_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 W24,,nDnD,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 A2
real_002068_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 W24,D21 Z1 A2,nDnD-rA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 A2 D21 Z1 A2
real_002068_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,W24 W24 A2,Z1 A2,nDnD-rA,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: Aa27 W24 Aa27 W24 A2 D21 Z1 A2
real_002068_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,W24 A2 D21,A2,nDnD-rA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 A2 D21 Z1 A2
real_002068_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,A2 D21 Z1,,nDnD-rA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 A2 D21 Z1 A2
real_002069_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 W24,N35,nDnD.n,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 A2 N35
real_002069_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,water,W24 W24 A2,,nDnD.n,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 Aa27 W24 A2 N35
real_002070_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 W24,X1 Z7,nDnD,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 A2 X1 Z7
real_002071_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 W24,Z2,nDnD.tw,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 A2 Z2
real_002072_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 W24,Z3,nDnD,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 A2 Z3
real_002073_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 W24,Z3A,nDnD,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 A2 Z3A
real_002074_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,reed,W24 W24,M17 A2,nDnDy,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 Aa27 W24 M17 M17 A2
real_002074_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,reed,W24 W24 M17,A2,nDnDy,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 Aa27 W24 M17 M17 A2
real_002074_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 M17 M17,,nDnDy,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 M17 M17 A2
real_002075_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 X1 Z30,,nDnD,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 X1 Z30 A2
real_002076_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 X1 Z4,,nDnD,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 X1 Z4 A2
real_002077_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 X1 Z4,X1 Z7,nDnD,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 X1 Z4 A2 X1 Z7
real_002078_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 X1 Z4,Z3A,nDnD,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 X1 Z4 A2 Z3A
real_002079_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 W24 Y1,,nDnD,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 Y1 A2
real_002080_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 Z4 F18,,nDnD,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Aa27 W24 Z4 F18 A2
real_002083_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,W24 G43,A2 Z2 D21,nDw.t-rA,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 G43 X1 A2 Z2 D21 Z1 A2
real_002083_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 G43 X1,Z2 D21 Z1,nDw.t-rA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 G43 X1 A2 Z2 D21 Z1 A2
real_002083_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,X1 A2 Z2,Z1 A2,nDw.t-rA,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: Aa27 W24 G43 X1 A2 Z2 D21 Z1 A2
real_002083_006,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,A2 Z2 D21,A2,nDw.t-rA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 G43 X1 A2 Z2 D21 Z1 A2
real_002083_007,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,Z2 D21 Z1,,nDw.t-rA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 G43 X1 A2 Z2 D21 Z1 A2
real_002084_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,W24 G43,D21 Z1,nDw.t-rA,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 G43 X1 D21 Z1
real_002084_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,W24 G43 X1,Z1,nDw.t-rA,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: Aa27 W24 G43 X1 D21 Z1
real_002084_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,G43 X1 D21,,nDw.t-rA,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 G43 X1 D21 Z1
real_002086_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,mouth,I10 Y1 D2,Z1,nD.t-Hr,,logographic,Weak label confidence=0.90: logographic reading is supported by word spelling/context. Full context: Aa27 W24 I10 Y1 D2 D21 Z1
real_002086_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,Y1 D2 D21,,nD.t-Hr,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 I10 Y1 D2 D21 Z1
real_002088_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,reed,W24,M17 N35 N35,nDy-mw,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 M17 M17 N35 N35 N35 N36 Ff100 Z1
real_002088_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,reed,W24 M17,N35 N35 N35,nDy-mw,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 M17 M17 N35 N35 N35 N36 Ff100 Z1
real_002088_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,water,W24 M17 M17,N35 N35 N36,nDy-mw,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 M17 M17 N35 N35 N35 N36 Ff100 Z1
real_002088_004,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,water,M17 M17 N35,N35 N36 Z1,nDy-mw,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 M17 M17 N35 N35 N35 N36 Ff100 Z1
real_002088_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,water,M17 N35 N35,N36 Z1,nDy-mw,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 M17 M17 N35 N35 N35 N36 Ff100 Z1
real_002088_007,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,N35 N35 N36,,nDy-mw,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 M17 M17 N35 N35 N35 N36 Ff100 Z1
real_002091_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,W24,,nDty,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 X1
real_002092_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,W24,,nDty,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 X1 2
real_002093_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,W24,A42,nDty,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 X1 2 A42
real_002094_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 X1,,nD,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 X1 A2
real_002095_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,W24,D40,nDty,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 X1 D40
real_002098_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,W24,X1,nDty,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 X1 X1
real_002098_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,W24 X1,,nDty,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 X1 X1
real_002099_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,W24,Z1 Z1 D40,nDty,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 X1 Z1 Z1 D40
real_002099_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,W24 X1,Z1 D40,nDty,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 X1 Z1 Z1 D40
real_002099_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,W24 X1 Z1,D40,nDty,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 X1 Z1 Z1 D40
real_002100_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,W24,Z2 Z9 D40,nD.tw,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 X1 Z2 Z9 D40
real_002101_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,W24,Z4,nDty,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 X1 Z4
real_002102_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,W24,Z4 D40,nDty,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 X1 Z4 D40
real_002103_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,W24,Z4 Y1,nDty,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 X1 Z4 Y1
real_002105_001,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,stroke,W24,A2 G17 Q3,nD-m-p.t,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Z1 A2 G17 Q3 X1 N1
real_002105_002,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,A2_man_hand_to_mouth,W24 Z1,G17 Q3 X1,nD-m-p.t,,determinative,Weak label confidence=0.80: known semantic sign appears in a larger real word spelling without phonetic value. Full context: Aa27 W24 Z1 A2 G17 Q3 X1 N1
real_002105_003,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,owl,W24 Z1 A2,Q3 X1 N1,nD-m-p.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 Z1 A2 G17 Q3 X1 N1
real_002105_005,Zenodo 10.5281/zenodo.7991241 RamsesTrainingSetModel,loaf,A2 G17 Q3,N1,nD-m-p.t,,phonetic,Weak label confidence=0.85: phonetic value appears in transliteration without meaning evidence. Full context: Aa27 W24 Z1 A2 G17 Q3 X1 N1
